Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
BISC-2238,Biscayne National Park,Vascular Plant,Brassicales,Capparaceae,Capparis cynophallophora,Jamaican Caper,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2239,Biscayne National Park,Vascular Plant,Brassicales,Capparaceae,Capparis flexuosa,"Bay-Leaved Caper, Falseteeth, Limber Caper",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2240,Biscayne National Park,Vascular Plant,Brassicales,Caricaceae,Carica papaya,"Papaya, Pawpaw",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2241,Biscayne National Park,Vascular Plant,Canellales,Canellaceae,Canella winteriana,"Cinnamonbark, Wild Cinnamon",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2242,Biscayne National Park,Vascular Plant,Caryophyllales,Aizoaceae,Sesuvium maritimum,"Annual Seapurslane, Slender Seapurslane",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2243,Biscayne National Park,Vascular Plant,Caryophyllales,Aizoaceae,Sesuvium portulacastrum,"Cencilla, Shoreline Seapurslane",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2244,Biscayne National Park,Vascular Plant,Caryophyllales,Aizoaceae,Trianthema portulacastrum,"Desert Horsepurslane, Desert Horse-Purslane, Horse Purslane",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2245,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Alternanthera flavescens,Yellow Joyweed,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2246,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Alternanthera maritima,Seaside Joyweed,Approved,Not Present (False Report),Native,Unknown,Unknown,Not Listed
BISC-2247,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus hybridus,"Green Pigweed, Slim Amaranth, Smooth Amaranth, Smooth Pigweed",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2248,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus viridis,Slender Amaranth,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2249,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Atriplex pentandra,"Crested Saltbush, Seashore Orach",Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2250,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Blutaparon vermiculare,Silverhead,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2251,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Celosia nitida,West Indian Cock's Comb,Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2252,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Gomphrena serrata,Arrasa Con Todo,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2253,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Iresine diffusa,Juba's Bush,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2254,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Salicornia bigelovii,Dwarf Saltwort,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2255,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Salicornia perennis,Unknown,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2256,Biscayne National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Suaeda linearis,Annual Seepweed,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2257,Biscayne National Park,Vascular Plant,Caryophyllales,Cactaceae,Acanthocereus tetragonus,Triangle Cactus,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2258,Biscayne National Park,Vascular Plant,Caryophyllales,Cactaceae,Harrisia aboriginum,"Aboriginal Pricklyapple, Prickly Applecactus",Approved,Not Present (False Report),Native,Unknown,Unknown,Endangered
BISC-2259,Biscayne National Park,Vascular Plant,Caryophyllales,Cactaceae,Harrisia gracilis,Unknown,Approved,Not Present (False Report),Not Native,Unknown,Unknown,Endangered
BISC-2260,Biscayne National Park,Vascular Plant,Caryophyllales,Cactaceae,Harrisia simpsonii,Simpson's Applecactus,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2261,Biscayne National Park,Vascular Plant,Caryophyllales,Cactaceae,Opuntia cochenillifera,"Cochineal Cactus, Cochineal Nopal Cactus",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2262,Biscayne National Park,Vascular Plant,Caryophyllales,Cactaceae,Opuntia corallicola,Florida Semaphore Cactus,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2263,Biscayne National Park,Vascular Plant,Caryophyllales,Cactaceae,Opuntia stricta,Erect Pricklypear,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2264,Biscayne National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Boerhavia diffusa,Red Spiderling,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2265,Biscayne National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Boerhavia erecta,Erect Spiderling,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2266,Biscayne National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Bougainvillea glabra,Paperflower,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Not Listed
BISC-2267,Biscayne National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Guapira discolor,"Beeftree, Longleaf Blolly",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2268,Biscayne National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Okenia hypogaea,Burrowing Four O'Clock,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2269,Biscayne National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Pisonia aculeata,Pullback,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2270,Biscayne National Park,Vascular Plant,Caryophyllales,Phytolaccaceae,Petiveria alliacea,Guinea Henweed,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2271,Biscayne National Park,Vascular Plant,Caryophyllales,Phytolaccaceae,Rivina humilis,"Bloodberry Rougeplant, Rougeplant",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2272,Biscayne National Park,Vascular Plant,Caryophyllales,Plumbaginaceae,Limonium carolinianum,"American Thrift, Canker Root, Carolina Sea Lavender, Carolina Sealavender, Lavender Thrift, Seaside Thrift",Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2273,Biscayne National Park,Vascular Plant,Caryophyllales,Polygonaceae,Coccoloba diversifolia,"Pigeon Plum, Tietongue",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2274,Biscayne National Park,Vascular Plant,Caryophyllales,Polygonaceae,Coccoloba uvifera,Seagrape,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2275,Biscayne National Park,Vascular Plant,Caryophyllales,Portulacaceae,Portulaca oleracea,"Akulikuli-Kula, Common Purslane, Duckweed, Garden Purslane, Little Hogweed, Little-Hogweed, Purslane, Pursley, Wild Portulaca",Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2276,Biscayne National Park,Vascular Plant,Caryophyllales,Portulacaceae,Portulaca pilosa,"Chisme, Kiss Me Quick, Kiss-Me-Quick",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2277,Biscayne National Park,Vascular Plant,Celastrales,Celastraceae,Crossopetalum ilicifolium,Christmasberry,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Not Listed
BISC-2278,Biscayne National Park,Vascular Plant,Celastrales,Celastraceae,Crossopetalum rhacoma,"Florida Crossopetalum, Maidenberry",Approved,Not Present (Historical Report),Native,Unknown,Unknown,Not Listed
BISC-2279,Biscayne National Park,Vascular Plant,Celastrales,Celastraceae,Hippocratea volubilis,Medicine Vine,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2280,Biscayne National Park,Vascular Plant,Celastrales,Celastraceae,Maytenus phyllanthoides,"Florida Mayten, Guttapercha Mayten",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2281,Biscayne National Park,Vascular Plant,Celastrales,Celastraceae,Schaefferia frutescens,Florida Boxwood,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2282,Biscayne National Park,Vascular Plant,Commelinales,Commelinaceae,Commelina diffusa,"Climbing Dayflower, Spreading Dayflower",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2283,Biscayne National Park,Vascular Plant,Commelinales,Commelinaceae,Commelina erecta,"Erect Dayflower, Whitemouth Dayflower",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2284,Biscayne National Park,Vascular Plant,Commelinales,Commelinaceae,Tradescantia pallida,Purple Queen,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Not Listed
BISC-2285,Biscayne National Park,Vascular Plant,Commelinales,Commelinaceae,Tradescantia spathacea,"Boatlily, Oyster Plant",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2286,Biscayne National Park,Vascular Plant,Cornales,Loasaceae,Mentzelia floridana,Poorman's Patch,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2287,Biscayne National Park,Vascular Plant,Cucurbitales,Cucurbitaceae,Melothria pendula,"Drooping Melonnettle, Guadeloupe Cucumber",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2288,Biscayne National Park,Vascular Plant,Cucurbitales,Cucurbitaceae,Momordica charantia,Balsampear,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2289,Biscayne National Park,Vascular Plant,Cycadales,Zamiaceae,Zamia integrifolia,Unknown,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2290,Biscayne National Park,Vascular Plant,Ericales,Primulaceae,Ardisia elliptica,Shoebutton,Approved,Present,Not Native,Occasional,Unknown,Not Listed
BISC-2291,Biscayne National Park,Vascular Plant,Ericales,Primulaceae,Ardisia escallonoides,"Island Marlberry, Marbleberry",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2292,Biscayne National Park,Vascular Plant,Ericales,Primulaceae,Jacquinia keyensis,Joewood,Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2293,Biscayne National Park,Vascular Plant,Ericales,Primulaceae,Samolus ebracteatus,"Bractless Brookweed, Limewater Brookweed, Mojave Water Pimpernel",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2294,Biscayne National Park,Vascular Plant,Ericales,Primulaceae,Samolus valerandi ssp. parviflorus,"Seaside Brookweed, Smallflower Water Pimpernel, Water Brookweed",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2295,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Chrysophyllum oliviforme,"Damson-Plum, Saffron-Tree, Satinleaf",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2296,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Manilkara jaimiqui ssp. emarginata,Wild Dilly,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2297,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Manilkara zapota,"Naseberry, Sapodilla",Approved,Present,Not Native,Uncommon,Unknown,Not Listed
BISC-2298,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Pouteria campechiana,"Canistel, Eggfruit Tree",Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Not Listed
BISC-2299,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Pouteria dominigensis,Jacana,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Not Listed
BISC-2300,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Sideroxylon celastrinum,"Bumelia, Saffron Plum",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2301,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Sideroxylon foetidissimum,False Mastic,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2302,Biscayne National Park,Vascular Plant,Ericales,Sapotaceae,Sideroxylon salicifolium,White Bully,Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2303,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Acacia choriophylla,"Cinnecord, Florida Acacia",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2304,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Acacia farnesiana,"Aroma, Ellington's Curse, Huisache, Kandaroma, Klu, Klu Bush, Popinac, Sweet Acacia, Texas Huisache",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
BISC-2305,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Alysicarpus vaginalis,White Moneywort,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2306,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Caesalpinia bonduc,Yellow Nicker,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2307,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Caesalpinia major,Hawai'i Pearls,Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2308,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Canavalia rosea,Baybean,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2309,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Chamaecrista nictitans var. aspera,"Partridge Pea, Sensitive Partridge Pea, Sensitive Plant",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2310,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Crotalaria pumila,Low Rattlebox,Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
BISC-2311,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Crotalaria rotundifolia,Rabbitbells,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2312,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Dalbergia brownei,Brown's Indian Rosewood,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2313,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Dalbergia ecastaphyllum,Coinvine,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2314,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Delonix regia,Royal Poinciana,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2315,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Desmanthus virgatus,Wild Tantan,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2316,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Desmodium incanum,"Tickclover, Zarzabacoa Comun",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2317,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Desmodium triflorum,Threeflower Ticktrefoil,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2318,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Erythrina herbacea,"Eastern Coralbean, Redcardinal",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2319,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Galactia regularis,Eastern Milkpea,Approved,Not Present (False Report),Native,Unknown,Unknown,Not Listed
BISC-2320,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Galactia striata,Florida Hammock Milkpea,Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2321,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Gliricidia sepium,Quickstick,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Not Listed
BISC-2322,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Indigofera spicata,Unknown,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2323,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Leucaena leucocephala,"Koa Haole, Lead Tree, White Leadtree",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2324,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Lysiloma latisiliquum,False Tamarind,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2325,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Lysiloma sabicu,Horseflesh Mahogany,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2326,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Macroptilium lathyroides,Wild Bushbean,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2327,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Medicago lupulina,"Black Medic, Black Medic Clover, Black Medick, Hop Clover, Hop Medic, Nonesuch, Yellow Trefoil",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2328,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Melilotus albus,"Bokhara-Clover, Honey-Clover, White Melilot, White Sweet-Clover",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2329,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Melilotus officinalis,"Cornilla Real, Field Melilot, Ribbed Melilot, Yellow Sweetclover, Yellow Sweet-Clover",Approved,Not Confirmed,Not Native,Unknown,Unknown,Not Listed
BISC-2330,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Parkinsonia aculeata,"Jerusalem Thorn, Jerusalem-Thorn, Mexican Palo Verde, Retama",Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Not Listed
BISC-2331,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Piscidia piscipula,"Fish-Fuddle Tree, Florida Fishpoison Tree, Jamaican-Dogwood",Approved,Present,Native,Common,Unknown,Not Listed
BISC-2332,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Pithecellobium dulce,Monkeypod,Approved,Not Present (False Report),Not Native,Unknown,Unknown,Not Listed
BISC-2333,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Pithecellobium keyense,Florida Keys Blackbead,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2334,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Pithecellobium unguis-cati,Catclaw Blackbead,Approved,Present,Native,Common,Unknown,Not Listed
BISC-2335,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Pongamia pinnata,Karum Tree,Approved,Present,Not Native,Occasional,Unknown,Not Listed
BISC-2336,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Rhynchosia minima,Least Snoutbean,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2337,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Rhynchosia swartzii,Swartz's Snoutbean,Approved,Present,Native,Uncommon,Unknown,Not Listed
BISC-2338,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Senna mexicana,Chapman's Wild Sensitive Plant,Approved,Present,Native,Occasional,Unknown,Not Listed
BISC-2339,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Senna pendula var. glabrata,"Christmas Cassia, Christmas Senna, Climbing Cassia, Valamuerto",Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2340,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Sesbania herbacea,"Bigpod Sesbania, Colorado Riverhemp, Hemp Sesbania, Peatree",Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2341,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Sophora tomentosa,"Yellow Necklacepod, Yellow Sophora",Approved,Not Present (False Report),Not Native,Unknown,Unknown,Not Listed
BISC-2342,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Sophora tomentosa var. occidentalis,Yellow Necklacepod,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2343,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Sophora tomentosa var. truncata,Yellow Necklacepod,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2344,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Stylosanthes calcicola,Everglade Key Pencilflower,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2345,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Stylosanthes hamata,Cheesytoes,Approved,Present,Native,Rare,Unknown,Not Listed
BISC-2346,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Tamarindus indica,Tamarind,Approved,Present,Not Native,Rare,Unknown,Not Listed
BISC-2347,Biscayne National Park,Vascular Plant,Fabales,Fabaceae,Trifolium repens,"Dutch Clover, Ladino Clover, White Clover, White Dutch Clover",Approved,Present,Not Native,Rare,Unknown,Not Listed
