Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
ACAD-1164,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Limosa haemastica,Hudsonian Godwit,Approved,Not Present (Historical Report),Native,,Migratory,,
ACAD-1165,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Numenius americanus,"Long-Billed Curlew, Southern Long-Billed Curlew",Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1166,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Numenius borealis,Eskimo Curlew,Approved,Not Confirmed,Native,,Migratory,Endangered,
ACAD-1167,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,"Hudsonian Curlew, Hudsonian Whimbrel, Whimbrel",Approved,Present,Native,Rare,Migratory,Species of Concern,
ACAD-1168,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus fulicaria,Red Phalarope,Approved,Not Present (Historical Report),Not Native,,Vagrant,,
ACAD-1169,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus lobatus,"Northern Phalarope, Red-Necked Phalarope",Approved,Not Confirmed,Native,,Migratory,,
ACAD-1170,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1171,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Scolopax minor,American Woodcock,Approved,Present,Native,Common,Breeder,,
ACAD-1172,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,"Lesser Yellowlegs, Lesser Yellow-Legs",Approved,Present,Native,Uncommon,Migratory,,
ACAD-1173,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Tringa melanoleuca,"Greater Yellowlegs, Greater Yellow-Legs",Approved,Present,Native,Common,Migratory,,
ACAD-1174,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,"Eastern Solitary Sandpiper, Solitary Sandpiper",Approved,Present,Native,Common,Migratory,,
ACAD-1175,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Catharacta skua,Great Skua,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1176,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius longicaudus,Long-Tailed Jaeger,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1177,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius parasiticus,Parasitic Jaeger,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1178,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius pomarinus,Pomarine Jaeger,Approved,Not Present (False Report),Not Native,,Vagrant,,
ACAD-1179,Acadia National Park,Bird,Columbiformes,Columbidae,Columba livia,"Domestic Pigeon, Feral Pigeon, Pigeon, Rock Dove",Approved,Not Confirmed,Not Native,,,,
ACAD-1180,Acadia National Park,Bird,Columbiformes,Columbidae,Ectopistes migratorius,Passenger Pigeon,Approved,Not Confirmed,Native,,,,
ACAD-1181,Acadia National Park,Bird,Columbiformes,Columbidae,Zenaida macroura,"Eastern Mourning Dove, Mourning Dove",Approved,Present,Native,Common,Breeder,,
ACAD-1182,Acadia National Park,Bird,Coraciiformes,Alcedinidae,Ceryle alcyon,"Belted Kingfisher, Eastern Belted Kingfisher",Approved,Present,Native,Common,Breeder,,
ACAD-1183,Acadia National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,"Eastern Yellow-Billed Cuckoo, Yellow-Billed Cuckoo",Approved,Present,Not Native,Unknown,Vagrant,,
ACAD-1184,Acadia National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Rare,Breeder,Species of Concern,
ACAD-1185,Acadia National Park,Bird,Falconiformes,Falconidae,Falco columbarius,"Eastern Pigeon Hawk, Merlin, Pigeon Hawk",Approved,Present,Native,Common,,Species of Concern,
ACAD-1186,Acadia National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,"American Peregrine Falcon, Duck Hawk, Peregrine Falcon",Approved,Present,Not Native,Uncommon,Breeder,Species of Concern,
ACAD-1187,Acadia National Park,Bird,Falconiformes,Falconidae,Falco rusticolus,"American Gyrfalcon, Gyrfalcon, White Gyrfalcon",Approved,Present,Not Native,Unknown,Vagrant,,
ACAD-1188,Acadia National Park,Bird,Falconiformes,Falconidae,Falco sparverius,"American Kestrel, Eastern Sparrow Hawk, Northern Sparrow Hawk, Sparrow Hawk",Approved,Present,Native,Common,,,
ACAD-1189,Acadia National Park,Bird,Galliformes,Odontophoridae,Colinus virginianus,"Bob-White, Northern Bobwhite",Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1190,Acadia National Park,Bird,Galliformes,Phasianidae,Bonasa umbellus,"Canada Ruffed Grouse, Partridge, Ruffed Grouse, Timber Grouse",Approved,Present,Native,Common,Breeder,,
ACAD-1191,Acadia National Park,Bird,Galliformes,Phasianidae,Falcipennis canadensis,"Canada Grouse, Canada Spruce Grouse, Haith Hen, Heath Hen, Spruce Grouse, Spruce Partridge",Approved,Present,Native,Rare,Breeder,,
ACAD-1192,Acadia National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,"Eastern Turkey, Wild Turkey",Approved,Not Confirmed,Not Native,,,,
ACAD-1193,Acadia National Park,Bird,Galliformes,Phasianidae,Perdix perdix,"Common Partridge, European Gray Partridge, European Partridge, Gray Partridge",Approved,Not Present (Historical Report),Not Native,,,,
ACAD-1194,Acadia National Park,Bird,Galliformes,Phasianidae,Phasianus colchicus,"Pheasant, Ring-Necked Pheasant",Approved,Not Confirmed,Not Native,,,,
ACAD-1195,Acadia National Park,Bird,Galliformes,Phasianidae,Tympanuchus cupido cupido,Heath Hen,In Review,Not Present (False Report),,,,,
ACAD-1196,Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,"Common Loon, Greater Common Loon",Approved,Present,Native,Common,Breeder,Species of Concern,
ACAD-1197,Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia pacifica,Pacific Loon,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1198,Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia stellata,Red-Throated Loon,Approved,Not Confirmed,Native,,Resident,,
ACAD-1199,Acadia National Park,Bird,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1200,Acadia National Park,Bird,Gruiformes,Rallidae,Fulica americana,"American Coot, Northern American Coot",Approved,Present,Not Native,Unknown,Vagrant,,
ACAD-1201,Acadia National Park,Bird,Gruiformes,Rallidae,Gallinula chloropus,"Common Gallinule, Common Moorhen, Florida Gallinule",Approved,Present,Native,Occasional,Resident,,
ACAD-1202,Acadia National Park,Bird,Gruiformes,Rallidae,Porphyrula martinica,Purple Gallinule,Approved,Present,Not Native,Unknown,Vagrant,,
ACAD-1203,Acadia National Park,Bird,Gruiformes,Rallidae,Porzana carolina,"Sora Rail, Sora",Approved,Present,Native,Common,,,
ACAD-1204,Acadia National Park,Bird,Gruiformes,Rallidae,Rallus elegans,"King Rail, Northern King Rail",Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern,
ACAD-1205,Acadia National Park,Bird,Gruiformes,Rallidae,Rallus limicola,"Northern Virginia Rail, Virginia Rail",Approved,Present,Native,Rare,Breeder,,
ACAD-1206,Acadia National Park,Bird,Gruiformes,Rallidae,Rallus longirostris,"Clapper Rail, Northern Clapper Rail",Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern,
ACAD-1207,Acadia National Park,Bird,Passeriformes,Alaudidae,Eremophila alpestris,"Horned Lark, Northern Horned Lark",Approved,Present,Native,Uncommon,Migratory,,
ACAD-1208,Acadia National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Approved,Present,Native,Abundant,Breeder,,
ACAD-1209,Acadia National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,"Bohemian Waxwing, Greater Waxwing",Approved,Present,Native,Unknown,Resident,,
ACAD-1210,Acadia National Park,Bird,Passeriformes,Calcariidae,Calcarius lapponicus,"Common Lapland Longspur, Lapland Longspur",Approved,Not Confirmed,Native,,,,
ACAD-1211,Acadia National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,"Eastern Snow Bunting, Snow Bunting, Snowflake",Approved,Present,Native,Common,Resident,,
ACAD-1212,Acadia National Park,Bird,Passeriformes,Cardinalidae,Cardinalis cardinalis,"Eastern Cardinal, Northern Cardinal",Approved,Not Confirmed,Native,,,,
ACAD-1213,Acadia National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,"Blue Grosbeak, Eastern Blue Grosbeak",Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern,
ACAD-1214,Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1215,Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1216,Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,Approved,Present,Native,Rare,,,
ACAD-1217,Acadia National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Approved,Present,Native,Common,Breeder,,
ACAD-1218,Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,Approved,Not Present (False Report),Not Native,,,,
ACAD-1219,Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,Approved,Present,Native,Rare,Breeder,,
ACAD-1220,Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,"Eastern Summer Tanager, Summer Tanager",Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern,
ACAD-1221,Acadia National Park,Bird,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1222,Acadia National Park,Bird,Passeriformes,Certhiidae,Certhia americana,"Brown Creeper, Eastern Brown Creeper",Approved,Present,Native,Common,Breeder,Species of Concern,
ACAD-1223,Acadia National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,"American Crow, Common Crow, Crow, Eastern Crow",Approved,Present,Native,Common,,,
ACAD-1224,Acadia National Park,Bird,Passeriformes,Corvidae,Corvus corax,"Common Raven, Northern Raven, Raven",Approved,Present,Native,Common,Breeder,,
ACAD-1225,Acadia National Park,Bird,Passeriformes,Corvidae,Cyanocitta cristata,"Blue Jay, Northern Blue Jay",Approved,Present,Native,Abundant,Breeder,,
ACAD-1226,Acadia National Park,Bird,Passeriformes,Corvidae,Perisoreus canadensis,"Canada Gray Jay, Canada Jay, Gray Jay",Approved,Present,Native,Rare,Breeder,,
ACAD-1227,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus caudacutus,"Intermediate Sharp-Tailed Sparrow, Saltmarsh Sharp-Tailed Sparrow",Approved,Not Present (False Report),Unknown,,,,
ACAD-1228,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus leconteii,"Le Conte's Sparrow, Leconte's Sparrow",Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1229,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus nelsoni,Nelson's Sharp-Tailed Sparrow,Approved,Present,Native,Common,Breeder,,
ACAD-1230,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,"Eastern Grasshopper Sparrow, Grasshopper Sparrow",Approved,Not Confirmed,Not Native,,,Species of Concern,
ACAD-1231,Acadia National Park,Bird,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,Approved,Not Present (Historical Report),Not Native,,Vagrant,,
ACAD-1232,Acadia National Park,Bird,Passeriformes,Emberizidae,Chondestes grammacus,"Eastern Lark Sparrow, Lark Sparrow",Approved,Not Present (Historical Report),Not Native,,Vagrant,,
ACAD-1233,Acadia National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,"Dark-Eyed Junco, Northern Slate-Colored Junco, Slate-Colored Junco",Approved,Present,Native,Abundant,Breeder,,
ACAD-1234,Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza georgiana,"Eastern Swamp Sparrow, Swamp Sparrow",Approved,Present,Native,Common,Breeder,,
ACAD-1235,Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,"Lincoln's Sparrow, Northern Lincoln's Sparrow",Approved,Present,Native,Rare,Breeder,Species of Concern,
ACAD-1236,Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,"Eastern Song Sparrow, Song Sparrow",Approved,Present,Native,Abundant,Breeder,,
ACAD-1237,Acadia National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,"Eastern Savannah Sparrow, Savannah Sparrow",Approved,Present,Native,Abundant,Breeder,,
ACAD-1238,Acadia National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,"Eastern Fox Sparrow, Fox Sparrow",Approved,Not Present (Historical Report),Native,,Migratory,,
ACAD-1239,Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern,
ACAD-1240,Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Red-Eyed Towhee, Rufous-Sided Towhee",Approved,Present,Native,Common,Breeder,,
ACAD-1241,Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1242,Acadia National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,"Eastern Vesper Sparrow, Vesper Sparrow",Approved,Present,Native,Unknown,Migratory,,
ACAD-1243,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,"American Tree Sparrow, Eastern Tree Sparrow, Tree Sparrow",Approved,Present,Native,Common,Resident,,
ACAD-1244,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,Approved,Not Present (Historical Report),Not Native,,Vagrant,,
ACAD-1245,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,"Chipping Sparrow, Eastern Chipping Sparrow",Approved,Present,Native,Common,Breeder,,
ACAD-1246,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella pusilla,"Eastern Field Sparrow, Field Sparrow",Approved,Present,Native,Rare,Breeder,,
ACAD-1247,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,Approved,Present,Native,Common,Breeder,,
ACAD-1248,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,Approved,Not Present (False Report),Not Native,,Vagrant,,
ACAD-1249,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,"Eastern White-Crowned Sparrow, White-Crowned Sparrow",Approved,Not Present (Historical Report),Native,,Migratory,,
ACAD-1250,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia querula,"Harris' Sparrow, Harris's Sparrow",Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1251,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis flammea,"Common Redpoll, Greater Redpoll, Mealy Redpoll",Approved,Not Present (Historical Report),Native,,Resident,,
ACAD-1252,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis hornemanni,"Coues' Hoary Redpoll, Hoary Redpoll",Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1253,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,"Northern Pine Siskin, Pine Siskin",Approved,Present,Native,Abundant,Breeder,,
ACAD-1254,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,"American Goldfinch, Eastern American Goldfinch, Eastern Goldfinch, Goldfinch",Approved,Present,Native,Abundant,Breeder,,
ACAD-1255,Acadia National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,Approved,Present,Not Native,Common,,,
ACAD-1256,Acadia National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,"Eastern Purple Finch, Purple Finch",Approved,Present,Native,Abundant,Breeder,,
ACAD-1257,Acadia National Park,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,"Eastern Evening Grosbeak, Evening Grosbeak",Approved,Not Present (Historical Report),Native,,,,
ACAD-1258,Acadia National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Abundant,Breeder,Species of Concern,
ACAD-1259,Acadia National Park,Bird,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,Approved,Present,Unknown,Unknown,,,
ACAD-1260,Acadia National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,"Canadian Pine Grosbeak, Newfoundland Pine Grosbeak, Pine Grosbeak",Approved,Not Present (Historical Report),Native,,Resident,,
ACAD-1261,Acadia National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Approved,Present,Native,Common,Breeder,,
ACAD-1262,Acadia National Park,Bird,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,"Cliff Swallow, Eastern Cliff Swallow, Eave Swallow, Northern Cliff Swallow",Approved,Present,Native,Common,Breeder,,
ACAD-1263,Acadia National Park,Bird,Passeriformes,Hirundinidae,Progne subis,"Northern Purple Martin, Purple Martin",Approved,Present,Native,Unknown,,Species of Concern,
ACAD-1264,Acadia National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Common Bank Swallow",Approved,Not Confirmed,Native,,,Species of Concern,
ACAD-1265,Acadia National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,"Northern Rough-Winged Swallow, Rough-Winged Swallow",Approved,Present,Native,Unknown,,,
ACAD-1266,Acadia National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Abundant,Breeder,Species of Concern,
ACAD-1267,Acadia National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,"Eastern Red-Wing, Eastern Red-Winged Blackbird, Red-Winged Blackbird",Approved,Present,Native,Common,Breeder,,
ACAD-1268,Acadia National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,Approved,Not Confirmed,Native,,,,
ACAD-1269,Acadia National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Approved,Present,Native,Common,,,
ACAD-1270,Acadia National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1271,Acadia National Park,Bird,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1272,Acadia National Park,Bird,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Approved,Present,Native,Common,Breeder,,
ACAD-1273,Acadia National Park,Bird,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1274,Acadia National Park,Bird,Passeriformes,Icteridae,Molothrus ater,"Brown-Headed Cowbird, Cowbird, Eastern Cowbird",Approved,Present,Native,Abundant,Breeder,,
ACAD-1275,Acadia National Park,Bird,Passeriformes,Icteridae,Quiscalus quiscula,"Bronzed Grackle, Common Grackle",Approved,Present,Native,Abundant,,,
ACAD-1276,Acadia National Park,Bird,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,Approved,Present,Native,Rare,,,
ACAD-1277,Acadia National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Approved,Not Confirmed,Not Native,,Vagrant,,
ACAD-1278,Acadia National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,"Great Gray Shrike, Northern Shrike",Approved,Not Confirmed,Native,,Resident,,
ACAD-1279,Acadia National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,"Loggerhead Shrike, Migrant Loggerhead Shrike, Migrant Shrike",Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern,
ACAD-1280,Acadia National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,"Catbird, Gray Catbird",Approved,Present,Native,Abundant,Breeder,,
ACAD-1281,Acadia National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,"Eastern Mockingbird, Mockingbird, Northern Mockingbird",Approved,Not Present (Historical Report),Not Native,,,,
